date,evento,weekday,celebrazione,id_liturgia,anno,liturgia1,liturgia2
2044-10-09,28° D.T.O.,Sunday,XXVIII domenica del Tempo Ordinario,C63-A,2044,null,null
2044-10-16,29° D.T.O.,Sunday,XXIX domenica del Tempo Ordinario,C64-A,2044,null,null
2044-10-23,30° D.T.O.,Sunday,XXX domenica del Tempo Ordinario,C65-A,2044,null,null
2044-10-30,31° D.T.O.,Sunday,XXXI domenica del Tempo Ordinario,C66-A,2044,null,null
2044-11-01,Solennità di tutti i Santi,Tuesday,1 novembre: Tutti i Santi,C79-A,2044,null,null
2044-11-02,Commemorazione dei defunti,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A,2044,null,null
2044-11-02,Commemorazione dei defunti,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A,2044,null,null
2044-11-02,Commemorazione dei defunti,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A,2044,null,null
2044-11-06,32° D.T.O.,Sunday,XXXII domenica del Tempo Ordinario,C67-A,2044,null,null
2044-11-09,Dedicazione Basilica Lateranense,Wednesday,9 novembre: Dedicazione della Basilica lateranense,C83-A,2044,null,null
2044-11-13,33° D.T.O.,Sunday,XXXIII domenica del Tempo Ordinario,C68-A,2044,null,null
2044-11-20,34° D.T.O. - Solennità di Cristo Re,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A,2044,null,null
2044-11-27,1° Domenica di Avvento,Sunday,I domenica di Avvento,C1-A,2044,null,null
2044-12-04,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-A,2044,null,null
2044-12-08,Immacolata Concezione,Thursday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A,2044,null,null
2044-12-11,3° Domenica di Avvento - Gaudete,Sunday,III domenica di Avvento,C3-A,2044,null,null
2044-12-18,4° Domenica di Avvento,Sunday,IV domenica di Avvento,C4-A,2044,null,null
2044-12-25,Natale del Signore,Sunday,Natale del Signore – Messa del giorno,C8-A,2044,null,null
2044-12-30,Festa della Sacra Famiglia,Friday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A,2044,null,null
2045-01-01,Maria Santissima Madre di Dio,Sunday,Solennità di Maria SS Madre di Dio,C10-B,2045,null,null
2045-01-06,Epifania del Signore,Friday,Epifania del Signore,C12-B,2045,null,null
2045-01-08,Battesimo del Signore,Sunday,Battesimo del Signore,C13-B,2045,null,null
2045-01-15,2° D.T.O.,Sunday,II domenica del Tempo Ordinario,C37-B,2045,null,null
2045-01-22,3° D.T.O.,Sunday,III domenica del Tempo Ordinario,C38-B,2045,null,null
2045-01-29,4° D.T.O.,Sunday,IV domenica del Tempo Ordinario,C39-B,2045,null,null
2045-02-02,Presentazione del Signore (Candelora),Thursday,2 febbraio: Presentazione del Signore,C70-B,2045,null,null
2045-02-05,5° D.T.O.,Sunday,V domenica del Tempo Ordinario,C40-B,2045,null,null
2045-02-12,6° D.T.O.,Sunday,VI domenica del Tempo Ordinario,C41-B,2045,null,null
2045-02-19,7° D.T.O.,Sunday,VII domenica del Tempo Ordinario,C42-B,2045,null,null
2045-02-26,1° Domenica di Quaresima,Sunday,I domenica di Quaresima,C14-B,2045,null,null
2045-03-05,2° Domenica di Quaresima,Sunday,II domenica di Quaresima,C15-B,2045,null,null
2045-03-12,3° Domenica di Quaresima,Sunday,III domenica di Quaresima,C16-B,2045,null,null
2045-03-19,Domenica Laetare,Sunday,IV domenica di Quaresima,C17-B,2045,null,null
2045-03-26,5° Domenica di Quaresima,Sunday,V domenica di Quaresima,C18-B,2045,null,null
2045-04-02,Domenica delle Palme,Sunday,Domenica delle Palme: Passione del Signore,C19-B,2045,null,null
2045-04-06,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B,2045,null,null
2045-04-06,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B,2045,null,null
2045-04-06,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B,2045,null,null
2045-04-06,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B,2045,null,null
2045-04-07,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-B,2045,null,null
2045-04-09,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B,2045,null,null
2045-04-16,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-B,2045,null,null
2045-04-23,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-B,2045,null,null
2045-04-30,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-B,2045,null,null
2045-05-07,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-B,2045,null,null
2045-05-14,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-B,2045,null,null
2045-05-21,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-B,2045,null,null
2045-05-28,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B,2045,null,null
2045-06-04,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-B,2045,null,null
2045-06-11,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B,2045,null,null
2045-06-16,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B,2045,null,null
2045-06-18,11° D.T.O.,Sunday,XI domenica del Tempo Ordinario,C46-B,2045,null,null
2045-06-24,Natività di San Giovanni Battista,Saturday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B,2045,null,null
2045-06-25,12° D.T.O.,Sunday,XII domenica del Tempo Ordinario,C47-B,2045,null,null
2045-06-29,Santi Pietro e Paolo Apostoli,Thursday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B,2045,null,null
2045-07-02,13° D.T.O.,Sunday,XIII domenica del Tempo Ordinario,C48-B,2045,null,null
2045-07-09,14° D.T.O.,Sunday,XIV domenica del Tempo Ordinario,C49-B,2045,null,null
2045-07-16,15° D.T.O.,Sunday,XV domenica del Tempo Ordinario,C50-B,2045,null,null
2045-07-23,16° D.T.O.,Sunday,XVI domenica del Tempo Ordinario,C51-B,2045,null,null
2045-07-30,17° D.T.O.,Sunday,XVII domenica del Tempo Ordinario,C52-B,2045,null,null
2045-08-06,Trasfigurazione del Signore,Sunday,6 agosto: Trasfigurazione del Signore,C75-B,2045,null,null
2045-08-13,19° D.T.O.,Sunday,XIX domenica del Tempo Ordinario,C54-B,2045,null,null
2045-08-15,Assunzione della Beata Vergine Maria,Tuesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-B,2045,null,null
2045-08-20,20° D.T.O.,Sunday,XX domenica del Tempo Ordinario,C55-B,2045,null,null
2045-08-27,21° D.T.O.,Sunday,XXI domenica del Tempo Ordinario,C56-B,2045,null,null
2045-09-03,22° D.T.O.,Sunday,XXII domenica del Tempo Ordinario,C57-B,2045,null,null
2045-09-10,23° D.T.O.,Sunday,XXIII domenica del Tempo Ordinario,C58-B,2045,null,null
2045-09-14,Esaltazione della Santa Croce,Thursday,14 settembre: Esaltazione della Santa Croce,C78-B,2045,null,null
2045-09-17,24° D.T.O.,Sunday,XXIV domenica del Tempo Ordinario,C59-B,2045,null,null
2045-09-24,25° D.T.O.,Sunday,XXV domenica del Tempo Ordinario,C60-B,2045,null,null
2045-10-01,26° D.T.O.,Sunday,XXVI domenica del Tempo Ordinario,C61-B,2045,null,null
2045-10-08,27° D.T.O.,Sunday,XXVII domenica del Tempo Ordinario,C62-B,2045,null,null
2045-10-15,28° D.T.O.,Sunday,XXVIII domenica del Tempo Ordinario,C63-B,2045,null,null
2045-10-22,29° D.T.O.,Sunday,XXIX domenica del Tempo Ordinario,C64-B,2045,null,null
2045-10-29,30° D.T.O.,Sunday,XXX domenica del Tempo Ordinario,C65-B,2045,null,null
2045-11-01,Solennità di tutti i Santi,Wednesday,1 novembre: Tutti i Santi,C79-B,2045,null,null
2045-11-02,Commemorazione dei defunti,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B,2045,null,null
2045-11-02,Commemorazione dei defunti,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B,2045,null,null
2045-11-02,Commemorazione dei defunti,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B,2045,null,null
2045-11-05,31° D.T.O.,Sunday,XXXI domenica del Tempo Ordinario,C66-B,2045,null,null
2045-11-09,Dedicazione Basilica Lateranense,Thursday,9 novembre: Dedicazione della Basilica lateranense,C83-B,2045,null,null
2045-11-12,32° D.T.O.,Sunday,XXXII domenica del Tempo Ordinario,C67-B,2045,null,null
2045-11-19,33° D.T.O.,Sunday,XXXIII domenica del Tempo Ordinario,C68-B,2045,null,null
2045-11-26,34° D.T.O. - Solennità di Cristo Re,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-B,2045,null,null
2045-12-03,1° Domenica di Avvento,Sunday,I domenica di Avvento,C1-B,2045,null,null
2045-12-08,Immacolata Concezione,Friday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-B,2045,null,null
2045-12-10,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-B,2045,null,null
2045-12-17,3° Domenica di Avvento - Gaudete,Sunday,III domenica di Avvento,C3-B,2045,null,null
2045-12-24,4° Domenica di Avvento,Sunday,IV domenica di Avvento,C4-B,2045,null,null
2045-12-25,Natale del Signore,Monday,Natale del Signore – Messa del giorno,C8-B,2045,null,null
2045-12-31,Festa della Sacra Famiglia,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B,2045,null,null
2046-01-01,Maria Santissima Madre di Dio,Monday,Solennità di Maria SS Madre di Dio,C10-C,2046,null,null
2046-01-06,Epifania del Signore,Saturday,Epifania del Signore,C12-C,2046,null,null
2046-01-07,Battesimo del Signore,Sunday,Battesimo del Signore,C13-C,2046,null,null
2046-01-14,2° D.T.O.,Sunday,II domenica del Tempo Ordinario,C37-C,2046,null,null
2046-01-21,3° D.T.O.,Sunday,III domenica del Tempo Ordinario,C38-C,2046,null,null
2046-01-28,4° D.T.O.,Sunday,IV domenica del Tempo Ordinario,C39-C,2046,null,null
2046-02-02,Presentazione del Signore (Candelora),Friday,2 febbraio: Presentazione del Signore,C70-C,2046,null,null
2046-02-04,5° D.T.O.,Sunday,V domenica del Tempo Ordinario,C40-C,2046,null,null
2046-02-11,1° Domenica di Quaresima,Sunday,I domenica di Quaresima,C14-C,2046,null,null
2046-02-18,2° Domenica di Quaresima,Sunday,II domenica di Quaresima,C15-C,2046,null,null
2046-02-25,3° Domenica di Quaresima,Sunday,III domenica di Quaresima,C16-C,2046,null,null
2046-03-04,Domenica Laetare,Sunday,IV domenica di Quaresima,C17-C,2046,null,null
2046-03-11,5° Domenica di Quaresima,Sunday,V domenica di Quaresima,C18-C,2046,null,null
2046-03-18,Domenica delle Palme,Sunday,Domenica delle Palme: Passione del Signore,C19-C,2046,null,null
2046-03-22,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C,2046,null,null
2046-03-22,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C,2046,null,null
2046-03-22,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C,2046,null,null
2046-03-22,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C,2046,null,null
2046-03-23,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-C,2046,null,null
2046-03-25,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C,2046,null,null
2046-04-01,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-C,2046,null,null
2046-04-08,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-C,2046,null,null
2046-04-15,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-C,2046,null,null
2046-04-22,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-C,2046,null,null
2046-04-29,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-C,2046,null,null
2046-05-06,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-C,2046,null,null
2046-05-13,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C,2046,null,null
2046-05-20,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-C,2046,null,null
2046-05-27,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C,2046,null,null
2046-06-01,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C,2046,null,null
2046-06-03,9° D.T.O.,Sunday,IX domenica del Tempo Ordinario,C44-C,2046,null,null
2046-06-10,10° D.T.O.,Sunday,X domenica del Tempo Ordinario,C45-C,2046,null,null
2046-06-17,11° D.T.O.,Sunday,XI domenica del Tempo Ordinario,C46-C,2046,null,null
2046-06-24,Natività di San Giovanni Battista,Sunday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C,2046,null,null
2046-06-29,Santi Pietro e Paolo Apostoli,Friday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C,2046,null,null
2046-07-01,13° D.T.O.,Sunday,XIII domenica del Tempo Ordinario,C48-C,2046,null,null
2046-07-08,14° D.T.O.,Sunday,XIV domenica del Tempo Ordinario,C49-C,2046,null,null
2046-07-15,15° D.T.O.,Sunday,XV domenica del Tempo Ordinario,C50-C,2046,null,null
2046-07-22,16° D.T.O.,Sunday,XVI domenica del Tempo Ordinario,C51-C,2046,null,null
2046-07-29,17° D.T.O.,Sunday,XVII domenica del Tempo Ordinario,C52-C,2046,null,null
2046-08-05,18° D.T.O.,Sunday,XVIII domenica del Tempo Ordinario,C53-C,2046,null,null
2046-08-06,Trasfigurazione del Signore,Monday,6 agosto: Trasfigurazione del Signore,C75-C,2046,null,null
2046-08-12,19° D.T.O.,Sunday,XIX domenica del Tempo Ordinario,C54-C,2046,null,null
2046-08-15,Assunzione della Beata Vergine Maria,Wednesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C,2046,null,null
2046-08-19,20° D.T.O.,Sunday,XX domenica del Tempo Ordinario,C55-C,2046,null,null
2046-08-26,21° D.T.O.,Sunday,XXI domenica del Tempo Ordinario,C56-C,2046,null,null
2046-09-02,22° D.T.O.,Sunday,XXII domenica del Tempo Ordinario,C57-C,2046,null,null
2046-09-09,23° D.T.O.,Sunday,XXIII domenica del Tempo Ordinario,C58-C,2046,null,null
2046-09-14,Esaltazione della Santa Croce,Friday,14 settembre: Esaltazione della Santa Croce,C78-C,2046,null,null
2046-09-16,24° D.T.O.,Sunday,XXIV domenica del Tempo Ordinario,C59-C,2046,null,null
2046-09-23,25° D.T.O.,Sunday,XXV domenica del Tempo Ordinario,C60-C,2046,null,null
2046-09-30,26° D.T.O.,Sunday,XXVI domenica del Tempo Ordinario,C61-C,2046,null,null
2046-10-07,27° D.T.O.,Sunday,XXVII domenica del Tempo Ordinario,C62-C,2046,null,null
2046-10-14,28° D.T.O.,Sunday,XXVIII domenica del Tempo Ordinario,C63-C,2046,null,null
2046-10-21,29° D.T.O.,Sunday,XXIX domenica del Tempo Ordinario,C64-C,2046,null,null
2046-10-28,30° D.T.O.,Sunday,XXX domenica del Tempo Ordinario,C65-C,2046,null,null
2046-11-01,Solennità di tutti i Santi,Thursday,1 novembre: Tutti i Santi,C79-C,2046,null,null
2046-11-02,Commemorazione dei defunti,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C,2046,null,null
2046-11-02,Commemorazione dei defunti,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C,2046,null,null
2046-11-02,Commemorazione dei defunti,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C,2046,null,null
2046-11-04,31° D.T.O.,Sunday,XXXI domenica del Tempo Ordinario,C66-C,2046,null,null
2046-11-09,Dedicazione Basilica Lateranense,Friday,9 novembre: Dedicazione della Basilica lateranense,C83-C,2046,null,null
2046-11-11,32° D.T.O.,Sunday,XXXII domenica del Tempo Ordinario,C67-C,2046,null,null
2046-11-18,33° D.T.O.,Sunday,XXXIII domenica del Tempo Ordinario,C68-C,2046,null,null
2046-11-25,34° D.T.O. - Solennità di Cristo Re,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C,2046,null,null
2046-12-02,1° Domenica di Avvento,Sunday,I domenica di Avvento,C1-C,2046,null,null
2046-12-08,Immacolata Concezione,Saturday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C,2046,null,null
2046-12-09,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-C,2046,null,null
2046-12-16,3° Domenica di Avvento - Gaudete,Sunday,III domenica di Avvento,C3-C,2046,null,null
2046-12-23,4° Domenica di Avvento,Sunday,IV domenica di Avvento,C4-C,2046,null,null
2046-12-25,Natale del Signore,Tuesday,Natale del Signore – Messa del giorno,C8-C,2046,null,null
2046-12-30,Festa della Sacra Famiglia,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C,2046,null,null
2047-01-01,Maria Santissima Madre di Dio,Tuesday,Solennità di Maria SS Madre di Dio,C10-A,2047,null,null
2047-01-06,Epifania del Signore,Sunday,Epifania del Signore,C12-A,2047,null,null
2047-01-13,Battesimo del Signore,Sunday,Battesimo del Signore,C13-A,2047,null,null
2047-01-20,2° D.T.O.,Sunday,II domenica del Tempo Ordinario,C37-A,2047,null,null
2047-01-27,3° D.T.O.,Sunday,III domenica del Tempo Ordinario,C38-A,2047,null,null
2047-02-02,Presentazione del Signore (Candelora),Saturday,2 febbraio: Presentazione del Signore,C70-A,2047,null,null
2047-02-03,4° D.T.O.,Sunday,IV domenica del Tempo Ordinario,C39-A,2047,null,null
2047-02-10,5° D.T.O.,Sunday,V domenica del Tempo Ordinario,C40-A,2047,null,null
2047-02-17,6° D.T.O.,Sunday,VI domenica del Tempo Ordinario,C41-A,2047,null,null
2047-02-24,7° D.T.O.,Sunday,VII domenica del Tempo Ordinario,C42-A,2047,null,null
2047-03-03,1° Domenica di Quaresima,Sunday,I domenica di Quaresima,C14-A,2047,null,null
2047-03-10,2° Domenica di Quaresima,Sunday,II domenica di Quaresima,C15-A,2047,null,null
2047-03-17,3° Domenica di Quaresima,Sunday,III domenica di Quaresima,C16-A,2047,null,null
2047-03-24,Domenica Laetare,Sunday,IV domenica di Quaresima,C17-A,2047,null,null
2047-03-31,5° Domenica di Quaresima,Sunday,V domenica di Quaresima,C18-A,2047,null,null
2047-04-07,Domenica delle Palme,Sunday,Domenica delle Palme: Passione del Signore,C19-A,2047,null,null
2047-04-11,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A,2047,null,null
2047-04-11,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A,2047,null,null
2047-04-11,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A,2047,null,null
2047-04-11,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A,2047,null,null
2047-04-12,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-A,2047,null,null
2047-04-14,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A,2047,null,null
2047-04-21,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-A,2047,null,null
2047-04-28,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-A,2047,null,null
2047-05-05,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-A,2047,null,null
2047-05-12,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-A,2047,null,null
2047-05-19,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-A,2047,null,null
2047-05-26,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-A,2047,null,null
2047-06-02,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A,2047,null,null
2047-06-09,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-A,2047,null,null
2047-06-16,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A,2047,null,null
